comment_id,video_id,username,comment,like_count,published_at
Ugwxops7M134g6axnnt4AaABAg,-3wo8cLilUk,@adrianacamararj,Onde comprar o pote de vidro?,0,2024-03-30T15:02:15Z
UgxeJNM5It0y14l22Np4AaABAg,-3wo8cLilUk,@elianeFarias-pk2lj,"Ola, que material sap essas florzinhas?",1,2024-03-12T11:10:59Z
UgzDgQniCzaKTIQgLAl4AaABAg,-3wo8cLilUk,@hellenvitoria4563,Você usa que tipo de cera? Amei essa vela ❤,0,2024-02-28T17:30:25Z
UgwFJWdcMpSe7HXLlxh4AaABAg,-3wo8cLilUk,@SegredosdaMah,"Olá,por favor gostaria de saber se envaso com a parafina ainda quente.... Gratidão",0,2024-02-08T18:18:28Z
Ugz-_NingDqKKtgjFwh4AaABAg,-3wo8cLilUk,@TempodeViverPorAnaMaria,Que lindo! Gostaria de saber que produto é esse que você borrifa😊,0,2024-01-25T14:41:21Z
UgzXSkhvBCdp25qnKtN4AaABAg,-3wo8cLilUk,@lualimma7357,Oi. Gostaria de saber de o de é o pote?,0,2024-01-23T18:46:06Z
UgxPdRgUI0DlwlOUCDh4AaABAg,-3wo8cLilUk,@dreamscomcatharina806,O que vc passou antes de colocar as flores?,0,2024-01-23T01:59:10Z
UgyPsYPzS8_oTM_GiT54AaABAg,-3wo8cLilUk,@fanirfreitasfragadasilva3143,Em que momento acrescento a essência?,0,2024-01-14T04:35:24Z
UgxxjFHsktXHwgr7x0d4AaABAg,-3wo8cLilUk,@JulianaLima-cp9th,Adorei....vou comprar o kit e fazer ❤❤,1,2024-01-09T13:38:26Z
UgyRt2xRzR8nrZ8tVFx4AaABAg,-3wo8cLilUk,@karlaparo7290,O que usa pra colar as flores?,0,2023-12-13T20:22:19Z
UgwUFvXLvThijRfyGDZ4AaABAg,-3wo8cLilUk,@PaolaMariza._,Achei linda será q da pra vender? E qual seria o valor,0,2023-12-12T18:59:41Z
UgzJeSQoHLu7x-KMLpZ4AaABAg,-3wo8cLilUk,@tamiart2690,Que lindooo!! Como você colou as florzinhas? ❤,0,2023-11-24T03:11:26Z
UgxYzgKHVBZ4QdzNnPB4AaABAg,-3wo8cLilUk,@dreycebarros9039,aonde compro as flores,0,2023-11-09T11:55:09Z
UgwY1Toc5C5-8IJiiJR4AaABAg,-3wo8cLilUk,@MarliAugusta-f5x,"Tá, não vai falar qual? e que  hora coloca o aroma?",0,2023-11-05T23:16:33Z
UgzyK8w5PZET3dLYt9p4AaABAg,-3wo8cLilUk,@namaladalua8056,"Que pessoa linda e sensível que é Vc! Responde a todas as perguntas , apesar de ter pessoas perguntando a  msm coisa.",30,2023-11-05T00:00:07Z
UgyuE3kod0hpRZ7YyCp4AaABAg,-3wo8cLilUk,@simoneandrade1264,Jogou só parafina dentro?,0,2023-10-23T19:11:29Z
UgxaKXNjuYxcIR7IEz94AaABAg,-3wo8cLilUk,@pixmarte,"&quot;Seu vídeo é como velas, ilumina e encanta. Siga minha conta para mais brilho!&quot; Lembre-se, o limite é o céu! 🌟",4,2023-10-03T09:58:40Z
UgxB2vTaqVNzI2lekHZ4AaABAg,-3wo8cLilUk,@mariasocorropinheiroferrei419,Gostaria de aprender fazer velas aromaticas,1,2023-09-29T01:52:04Z
Ugwinamt0x-vO1VJPtd4AaABAg,-3wo8cLilUk,@Beeberries,A vela não queima as flores não?,0,2023-09-03T18:53:58Z
UgzGXVRNhOn72lHqFMJ4AaABAg,-3wo8cLilUk,@djclaudialisboa6204,"N disse com que colou as florzinha,.",0,2023-08-24T11:21:01Z
Ugx0YGmS-A2q70nE99h4AaABAg,-3wo8cLilUk,@faianialvesteixeira2889,Pra parafina ficar branca basta derretê ela sem nada só derreter que ela fica branco ?? É necessário xis de cera branco ??,0,2023-08-21T15:32:48Z
UgwRQc4BlZU8RmzdoOF4AaABAg,-3wo8cLilUk,@karenribas,"Eii, achei muito prático o vídeo! Essa cola eu consigo fixar glitter também? Quando a vela derrete não fica com cheiro estranho?",2,2023-08-18T00:52:05Z
UgzYUBSdrKLOQIK7tcR4AaABAg,-3wo8cLilUk,@luihluih1812,o que você espirrou para grudar as flores???😍😍,4,2023-08-13T20:34:51Z
UgzM0dYdIkdb-HOYDW54AaABAg,-3wo8cLilUk,@jonathannied3906,O copo de vidro nao quebra? Nao,0,2023-08-10T02:05:43Z
UgzHXn70WeEtaCs4MZt4AaABAg,-3wo8cLilUk,@DANYBYZ125,"oiii, sou nova aqui, gostaria de saber se qdo for queimando se não fica com cheiro ruim? Achei lindaaaaaaaaaaa.",0,2023-07-05T14:38:00Z
UgyCEC5IIjKJRtDMw3J4AaABAg,-3wo8cLilUk,@Fada_Mel,Que lindo 😍 queria fazer para aniversário da minha dar de lembrança,0,2023-06-21T19:49:01Z
UgwltrnD7VHEs0HFNPl4AaABAg,-3wo8cLilUk,@herlaniavanessa5491,São Vela Derretidas O Líquido?,0,2023-05-28T22:44:56Z
UgyPemXHoo7TfemWQX54AaABAg,-3wo8cLilUk,@adelinerodrigues3391,Por favor queria saber o que você espirrou dentro para segurar as flores por gentileza.,1,2023-05-14T21:18:35Z
UgymC8neecZVpdG9xrJ4AaABAg,-3wo8cLilUk,@juuh.trevisan,Podia ensina 😢 essas flores são artificiais que material e?,0,2023-04-27T01:03:29Z
UgzHt7QgG5tX-kc3Fz94AaABAg,-3wo8cLilUk,@lidipro6806,O que é esse líquido no borrifador? Muito linda ❤,0,2023-04-19T15:25:47Z
UgzNLu-kIN-aGyb_0c94AaABAg,-3wo8cLilUk,@franciscoteixeira8531,essas flores são de que material?,0,2023-04-14T16:17:37Z
Ugx3IamAwxJYAKqTWpt4AaABAg,-3wo8cLilUk,@alinecarvalho7596,Tem algum vídeo completo ensinando todo o processo?,1,2023-03-26T20:56:42Z
UgzKdFlZSg4TphRx2Hx4AaABAg,-3wo8cLilUk,@alinytoledo858,Amei ! Sou nova no canal. Poderia me informar onde comprou essas flores? Na shopee eu encontro? É algum modelo diferente? Pergunto porque fico com medo delas pegarem fogo conforme a vela for derretendo rs obrigada desde já . Abraços,0,2023-03-20T03:10:33Z
Ugwp5_txbtEf0jdN-PV4AaABAg,-3wo8cLilUk,@deborasimoes5546,O que tinha no borrifador? Cola?,0,2023-03-17T23:33:03Z
UgzGo1yTNEfEdX_Mx9J4AaABAg,-3wo8cLilUk,@Markaromas,Lindooooo 😍<br>Com o que você colou as flores na lateral no vidro?,1,2023-02-06T12:41:58Z
UgyL7VhvCI99yWey_4d4AaABAg,-3wo8cLilUk,@ronildomarinho4937,Lindo  trabalho ! Essas florzinhas são artificial ou natural?,0,2023-02-04T02:47:20Z
UgzshmRjCwU1fwo0YxB4AaABAg,-3wo8cLilUk,@justmariella,Mulher talentosa! Ficou linda!!🎉🎉❤,3,2023-01-10T19:52:46Z
Ugy-Ql_oUf570Cxl0hl4AaABAg,-3wo8cLilUk,@marcelahlino,Ficou lindaa Kêu! Amei demais! 😍🤩,0,2023-01-05T18:18:04Z
UgwwoCHyTEOFoip_iHZ4AaABAg,-3wo8cLilUk,@andrebauer598,Lindo trabalho keu... parabens!,3,2023-01-05T15:42:09Z
UgwGFv9tfqKN5CIV2Mp4AaABAg,-3wo8cLilUk,@aliine.durans,Vou fazer nos meus potinhos aqui 😍😍😍,0,2023-01-05T15:03:49Z
UgweOY303uHlLzaMp8F4AaABAg,-3wo8cLilUk,@annymerces,Fofinho ❤️❤️,0,2023-01-04T23:33:22Z
Ugx3C5duNoaXszSUqgh4AaABAg,Lk9orm56SUU,@juamersonsilva,Quanto tempo dura?,0,2024-11-27T19:43:47Z
UgzMLPRqruuwNTpVTFB4AaABAg,Lk9orm56SUU,@isaacnunes541,Mas o potinho de vidro não quebra?,0,2024-11-03T15:47:19Z
Ugypz689eFhDNElH9b54AaABAg,Lk9orm56SUU,@silvanadeandradeandrade3067,Gostei simples e linda ❤,0,2024-09-24T12:07:04Z
Ugw0yH69wunPl6dDz114AaABAg,Lk9orm56SUU,@Soso11__.105,Muito obrigada graças a você eu conseguir recuperar minha vela que quebrou no vidro ❤e agora posso usar ela 🎉,4,2024-09-21T20:33:48Z
UgwNRtX94l9kLWMNteF4AaABAg,Lk9orm56SUU,@deborahanauer6502,O vidro nao racha?,0,2024-09-03T05:05:36Z
UgxCVwz0kkgPByQ6IXl4AaABAg,Lk9orm56SUU,@katianabezerra6733,Amei qual essência,0,2024-08-31T16:06:18Z
UgxJU6wuFidMQucPRvd4AaABAg,Lk9orm56SUU,@Mary-fv9dh,Esse Kkk é muito imbecil !  Sem graça.,1,2024-08-24T14:49:54Z
UgxQ3oo3F-Lr6xN0Ogh4AaABAg,Lk9orm56SUU,@Nos_tv151,Pode colocar perfume?Mas é perfume que a gente usa no dia a dia &quot;),0,2024-07-29T01:08:01Z
UgxjKGUeostG-nYvhzh4AaABAg,Lk9orm56SUU,@BrunaSouza-hh9qx,Quebrou aí eu queria consertar ela mas ela normalzinha sabe ali eu queria consertar ela eu moro em Rodeiro na rua do clube o número da casa é 406,0,2024-07-18T14:20:07Z
UgzPWO5oJx93KQz1DfV4AaABAg,Lk9orm56SUU,@glaucieneoliveira2104,Pode colocar na forma de silicone?,0,2024-06-30T18:54:46Z
UgxwStj-SsZzfLXThZh4AaABAg,Lk9orm56SUU,@moisescalebe764,Não queima o potinho?,0,2024-06-20T12:45:48Z
UgwuShywmPhOg53HLHp4AaABAg,Lk9orm56SUU,@TamiresDejesusdias,Um pacote de vela da pra faz quantas?,0,2024-06-04T13:45:45Z
Ugx4jVa-sLuy8h4E6Y14AaABAg,Lk9orm56SUU,@fabianamaia2000,Simples assim?  Serão mesmo?,0,2024-05-30T00:59:08Z
Ugw0WoS60RcH8eIV7394AaABAg,Lk9orm56SUU,@rosangelarocha393,Vou fazer estou desempregada aonde posso comprar a essência?,0,2024-05-25T20:28:55Z
UgwtET07PWCF116NtmV4AaABAg,Lk9orm56SUU,@lucydiniz8669,Aaaaaaah mds <br>Eu tava louca pra fazer velas decorativas e vender <br>E vc me ajudou com esse video ❤<br>Obrigada,12,2024-04-29T13:18:20Z
Ugye2z_2gchNZR-KjoB4AaABAg,Lk9orm56SUU,@andreabatista9400,Quantas velas para cada potinho,0,2024-04-10T17:37:46Z
UgzVzAjJeS7ivyaWZtJ4AaABAg,Lk9orm56SUU,@carolcheriee3150,E qual o momento de colocar essencia? Tem algum material que não pode? Pode usar perfume?,1,2024-04-07T23:44:46Z
UgxNSs-anymuZB1F90Z4AaABAg,Lk9orm56SUU,@hoskenportesmarcy3733,Tudo é bom mas parem com êsse ridículo kkk!,0,2024-03-07T12:39:09Z
UgwTXgoMwNPq20mUPER4AaABAg,Lk9orm56SUU,@margarethsobrinho6665,Amei  muito obrigada,0,2024-02-29T14:48:55Z
UgxYCJfzjmy_SNJ6dC94AaABAg,Lk9orm56SUU,@AnaCaroliiina-dl5zw,Tenho medo de pegar fogo kkk,0,2024-02-14T15:11:11Z
UgwaGn260zs61M96Uy54AaABAg,Lk9orm56SUU,@carladorneles5121,1 pacote de vela rende quantos copinhos para vela aromatizada???,0,2024-01-28T03:00:50Z
UgzeJsKIpwAZlPcevZB4AaABAg,Lk9orm56SUU,@JoaoVitor-tk3ws,Pq ngm fala q a vela derretida parece óleo quente? Quase morro jogando a essência de baunilha dentro,3,2024-01-23T16:05:21Z
UgzScNi3t5cYkpNgymR4AaABAg,Lk9orm56SUU,@reallybro8289,Dá p recuperar o copo depois?,1,2024-01-09T17:54:41Z
UgwUGhpdFr0wnWPb_7x4AaABAg,Lk9orm56SUU,@liamenezes5379,Perfeito 👏👏🏻👏👏🏻 fácil e prático,2,2023-12-24T18:11:30Z
UgzpwX4aVAqVybZc-vZ4AaABAg,Lk9orm56SUU,@neuza9292,Coloca quanto de essência mais ou menos?,3,2023-12-19T09:28:09Z
Ugw0HGDkup1TLtC9UGh4AaABAg,Lk9orm56SUU,@daniloestevao4804,Gostei de ficar muito bom e xeroso usando um pote de vido de perfume👏😃,4,2023-11-26T16:25:16Z
UgyPRSHOS071ZIG4avd4AaABAg,Lk9orm56SUU,@MsBarbara23,"Parafina é feito de petróleo, portanto é tóxica. Além de a essência nao exalar quase nada pq precisa de oleosidade e a parafina nao tem.",2,2023-11-16T02:52:19Z
Ugy_BT4jKu16gRiewd94AaABAg,Lk9orm56SUU,@tatianamarquesmarangoni2828,Da pra colorir com giz de cera,0,2023-10-11T14:14:01Z
UgzKcVj-HIc6PVJ-TaN4AaABAg,Lk9orm56SUU,@orcineapintodasilva2049,"Adorei, onde você comprou esse potes?",0,2023-09-05T18:57:42Z
Ugxlube3cM60eT5DXYR4AaABAg,Lk9orm56SUU,@jessicarayanne9555,"Oi, quanto tempo para esfriar?",0,2023-08-30T13:58:28Z
UgxKI8VnzlN8PyLNwRN4AaABAg,Lk9orm56SUU,@henrique_6113,Eu consigo tirar depois?,1,2023-08-26T17:03:03Z
Ugw3q_L0f_eHb01updd4AaABAg,Lk9orm56SUU,@elenlima6060,Da pra tirar do potinho sem danificar ?,0,2023-08-23T14:12:49Z
UgzxA0WStWW_8blJ8Yx4AaABAg,Lk9orm56SUU,@cicerafernandes2551,No vidro não  quebra?,0,2023-08-21T12:33:55Z
Ugwc-1pd2NW-OP1OIFx4AaABAg,Lk9orm56SUU,@Gisely-bi3to,"Tenho muitas, até flutuantes 🥰 pode colocar giz de cera da cor que quiser também.",84,2023-08-15T15:42:47Z
UgxwIXX5YWhj0al_RsR4AaABAg,Lk9orm56SUU,@ElainePaulino-qw5uk,Pode colocar corante?,0,2023-07-29T12:35:15Z
UgymGO5WP-nRItp4A714AaABAg,Lk9orm56SUU,@solangegatto9896,"Por favor, quanto tempo para esfriar ?",0,2023-07-26T16:11:35Z
UgzJ5s3r1GPJvhEj8M94AaABAg,Lk9orm56SUU,@valeriacristinasantosdonas7557,"Achei fácil ,em outro vídeo é colocado uma lata dentro da panela ou uma panela velha , esse vídeo achei mais fácil tem que esperar amornar pra colocar no potinho?",2,2023-07-26T13:17:51Z
UgwzaIEiGv7ms_yhzBt4AaABAg,Lk9orm56SUU,@gerlianecarvalho5057,"Fiz❤ coloquei em um potinho de vidro de sombremesa mesmo,pq não tinha outro.",6,2023-06-12T13:27:35Z
Ugznx6nltl217n1WaoR4AaABAg,Lk9orm56SUU,@liturgiadias,Como tirar do potinho? E tem como colocar uma imagem?,0,2023-06-08T10:59:56Z
UgzbrzYIRNV4HsIhVkR4AaABAg,Lk9orm56SUU,@andrezaxix,"Vou testar, se funcionar volto aqui e comento.<br>03/06/2023",2,2023-06-04T02:27:56Z
Ugw27d-TTiZanvafHDJ4AaABAg,Lk9orm56SUU,@nathalie486,derrete a vela com oq? 🤡 aquilo é água? kkk,0,2023-05-30T00:03:08Z
UgxTDdsGQ6lQ3KHrFlN4AaABAg,Lk9orm56SUU,@elenitaveiga8601,"Amei você explica sem demora sem ficar enrolando, mas vendo em outro video foi usado giz de cera para tingir, gostaria de saber se tem oitra maneira de tingir a vela, então se eu usar anilina comestível daria certo  ?",6,2023-05-29T17:24:40Z
UgyRnem-0PLxtkgI7aR4AaABAg,Lk9orm56SUU,@franciellesantos8983,Os vidros não explodem ?,1,2023-04-12T02:30:52Z
UgxEFyMK5dpbxuW08vF4AaABAg,Lk9orm56SUU,@irineiacostalopes1118,onde vc comprou esses vidro amiga,1,2023-03-29T23:58:08Z
UgwQwltjFPr_g5bACup4AaABAg,Lk9orm56SUU,@cleoa8468,Vendo como faz na madrugada. Super fácil. Obrigada ❤,39,2023-03-27T03:28:17Z
UgyqRDV6Q0vCzro5n0F4AaABAg,Lk9orm56SUU,@kim_park8816,"Minha nossa onde tem essa loja de 1,99 pra eu comprar estou precisando de copinhos e aqui onde moro é no mínimo 4,7⁹$ 🥺🥺🥺🥺",0,2023-03-11T00:04:21Z
UgwrrCSsJzgJXwbT2_N4AaABAg,Lk9orm56SUU,@LuisGustavo18233,Nossa pq não avisou que sujava e tudo e a vela não sai da panela,2,2023-02-22T22:43:10Z
Ugy9JzsIVpu_rmqjPCl4AaABAg,Lk9orm56SUU,@Anagabriela-gx2js,Essas velas é duradoura?,0,2023-02-15T21:33:52Z
UgxUWi9WR3U-l2oooid4AaABAg,Lk9orm56SUU,@ariannymariasoares9893,A panela fica manchada depois?,2,2023-01-19T16:43:04Z
Ugwl0VvDWcSmlZs7KLh4AaABAg,Lk9orm56SUU,@marlidamasiooliveira8669,Amei ficou lindo,2,2023-01-19T15:13:12Z
UgzWbuxU1tY3JW2xk-N4AaABAg,Lk9orm56SUU,@flaviatorres35,Fiz um vídeo assim no Instagram e quase me mataram. Tô sem entender até agora. Velas decorativas feitas de outras velas.,16,2022-11-20T16:43:51Z
UgxiYDSuJ7dXNucK0pB4AaABAg,Lk9orm56SUU,@matheus24205,Você só colou elas na panela sem nada? Ou colocou alguma coisa antes pra não grudar?,4,2022-11-01T18:01:03Z
UgwRCJuwPiB87_PLO894AaABAg,xWOAQsnAQE0,@davidmarcondes9648,Importante é nao ter álcool pois perigoso esplosão,0,2024-12-08T20:19:14Z
Ugyjin38xrPvCaQAHBh4AaABAg,xWOAQsnAQE0,@RuthdeJesus174,Alguem em 2024? Gostei. Outros videos dizem q tem q medir a temperatura da parafina derretida 🤔,5,2024-11-29T13:20:29Z
UgxjAZve7AL8p7YdudJ4AaABAg,xWOAQsnAQE0,@anapaulapimentelpaula,"Meu pavio  esta apagando, porque?😢",0,2024-10-18T20:35:13Z
UgyOq7I-XNndSbLEpS14AaABAg,xWOAQsnAQE0,@amorpelaculturalvf,"E pode deixar ela aonde pra ela poder endurecer,a gente deixa na geladeira?",0,2024-09-16T19:38:59Z
UgwvXhpKz7hTnJbvL-54AaABAg,xWOAQsnAQE0,@raysantos12390,A minha vela está fazendo um buraco em volta do pavio. Porque será?,0,2024-09-14T15:05:54Z
UgzAqGTRh_mQp2RW96B4AaABAg,xWOAQsnAQE0,@CaixaTemGraziele,Olá pessoal  tudo bem gostaria de saber se dar pra far como lembrancinhas de casamento?<br>Estou pretendendo fazer.<br>Como faz pra deixar colorida,0,2024-09-12T14:34:39Z
Ugz46CorO-Ipl030mUh4AaABAg,xWOAQsnAQE0,@r_donato,"Obrigada por ser direta ao ponto. <br>Tem 2 anos esse vídeo aqui, mas ainda atende quem pesquisa sobre.<br>Amo vídeo assim: OBJETIVO !<br><br>Continue nesse ritmo. <br>Sucesso !",17,2024-09-02T02:09:25Z
Ugx-LQooi3eKDWzMXTZ4AaABAg,xWOAQsnAQE0,@katryalmeida245,vou fazer pro meu sasamento 🥰❤️,2,2024-08-16T14:27:25Z
Ugz1qd6geMuE_ruFl4x4AaABAg,xWOAQsnAQE0,@vaniabt3383,Onde envomtro esta essência  de lavanda alguem pode mim ajudar ?,0,2024-08-12T13:21:19Z
UgyKIsY3jxU3DmiAuF14AaABAg,xWOAQsnAQE0,@jamesscalloparquivos3986,Mas como líquido endureceu mulher 😅?,0,2024-08-05T22:13:43Z
Ugw1uyYvGkDL-wM0-6h4AaABAg,xWOAQsnAQE0,@valnicecosta7568,Demora quanto tempo pra virar vela,0,2024-08-01T13:39:09Z
UgxJ4P5miRsUhGobLtp4AaABAg,xWOAQsnAQE0,@heloinapereira569,Eu coloquei Giovana baby kkkkkk borbulhou fervi até parar😊,2,2024-07-24T22:04:48Z
UgyvJWKvn3UKe4r1Ff14AaABAg,xWOAQsnAQE0,@kathleenvidal_,Eu quero fazer. Alguém fez e deu certo? realmente dá cheiro?,0,2024-07-22T16:47:58Z
Ugy4c_PXoJlQ9ATDxw94AaABAg,xWOAQsnAQE0,@nelmamaria6157,Já fiz a Minha!!😍😍😍⚡,1,2024-07-17T23:16:27Z
UgwY6CtGvzoJryGqVNR4AaABAg,xWOAQsnAQE0,@nelmamaria6157,Arrasou!! Na explicação!!😍😍⚡😍,1,2024-07-17T20:52:17Z
UgyUvM9ki-iEqmT3rsB4AaABAg,xWOAQsnAQE0,@claudiacestari7237,"🕯🧡🙌<br>Deus lhe abençoe! Receita simples, fácil,  prática e barata. Amei irei fazer.<br><br>Gratidão!!!",3,2024-07-14T02:56:52Z
UgwGUCvd7jgnsU5ygZB4AaABAg,xWOAQsnAQE0,@ElineSouza-su1gu,Quem quiser fazer colorido é só adicionar giz de cera da cor desejada ou gotas de corantes,43,2024-07-06T13:01:25Z
UgwJSqvxpBfZiyOs97x4AaABAg,xWOAQsnAQE0,@edvandasilvaferreira2149,Pode usar barbante?,0,2024-07-06T02:12:01Z
UgzkNS36cZm07X9GB414AaABAg,xWOAQsnAQE0,@edvandasilvaferreira2149,Pode usar perfume?,0,2024-07-06T02:10:48Z
Ugyn9-ReNGxkvZYjNN94AaABAg,xWOAQsnAQE0,@daianeliberato7200,Ja quero fazer❤,0,2024-07-05T23:33:03Z
UgyNdZM56WvGRJ8PGzt4AaABAg,xWOAQsnAQE0,@gisamimis,Vídeo perfeito. Explicação sem enrolação.,6,2024-07-05T13:37:43Z
Ugzn8pTSN4Ouu9l-Mxt4AaABAg,xWOAQsnAQE0,@ShirleiFontana,Essencias a óleo para vela como fazer,0,2024-06-30T17:19:58Z
UgwWVqtJV1lOKbCMlH94AaABAg,xWOAQsnAQE0,@gustavomendes3545,Onde consigo comprar essa essência ?  <br>Muito top seu vídeo 👏,0,2024-06-25T14:39:28Z
UgyT_Uyx5FcimjGwJcF4AaABAg,xWOAQsnAQE0,@aniclasilva4107,Posso colocar óleo de coco?,0,2024-06-18T10:24:50Z
UgyaH3_IMGIG7HFSpr94AaABAg,xWOAQsnAQE0,@TakeMeHome7,Pode derreter no microondas?,0,2024-06-14T20:30:18Z
UgyQRLqzkjwYVf-aC9l4AaABAg,xWOAQsnAQE0,@jessicabarros351,Pode colocar aquela essência coala?,0,2024-06-02T17:52:51Z
UgyD3KHRZSpJG19nt354AaABAg,xWOAQsnAQE0,@cold1zeraferreira159,Verdade que tem q deixar 3 dias curando?,0,2024-05-18T18:58:20Z
UgwBXYsQKWsmBG72m3t4AaABAg,xWOAQsnAQE0,@pietratarot,"Ameiii o seu canal! Já to super inscrita por aqui, ia amar ter você por aqui tbem! Like garantido c sucesso 💜",1,2024-05-05T21:33:10Z
UgwiAZBqhn4toDhZpCV4AaABAg,xWOAQsnAQE0,@nicollyncristhiny4494,Parabéns pelo vídeo,1,2024-05-05T18:33:07Z
UgwvXRT8m6aDCBLtogt4AaABAg,xWOAQsnAQE0,@nilmafarias7426,Gratidão adorei a maneira de prender o pavio.😮,2,2024-04-08T02:33:53Z
Ugwhenu0sHDLTKQwTZd4AaABAg,xWOAQsnAQE0,@bibis8887,"Gente não sei se é meu fogão que é muito forte, ou se é porque eu não usei essência, e coloquei cheirinho de banheiro. Mas espirrou tudo, e manchou o fogão tomem cuidado!",3,2024-03-31T22:01:29Z
Ugz2Qd24dc-HphB8NdZ4AaABAg,xWOAQsnAQE0,@taynaleoncio515,Moça eu to procurando um para da no meu cha de bebe. O seu vídeo foi mais fácil 😮 chocada! Parabéns obrigada ❤ <br>Uma dúvida cimo faço para fazer colorido?,1,2024-03-25T18:27:23Z
Ugzu4QyeOP3Kcdr4U8R4AaABAg,xWOAQsnAQE0,@pedrojorgefernandeslisboa7066,"Adorei esse vídeo, mto prático!!!",3,2024-03-09T21:54:30Z
UgzVFvpMbVbH85zhaFB4AaABAg,xWOAQsnAQE0,@tarotcomsabedoria,No lugar do pavio posso colocar um barbante?,0,2024-03-06T23:15:39Z
UgyDr27OKQg9gCKvmIp4AaABAg,xWOAQsnAQE0,@jooliveira8144,Acho interessante está arte se vc comprasse Serafina por quilo sai mas encontro falo porque eu comprava muito para outro fim eu não sei fazer vele perfumadas obrigado,0,2024-03-02T11:40:22Z
UgwNXobf1qaSNKbAB0h4AaABAg,xWOAQsnAQE0,@elizangelacarvalho814,Posso usar óleo execial da Do terra?,0,2024-02-24T13:56:55Z
Ugy0OnOaBh-DCaQ2TrF4AaABAg,xWOAQsnAQE0,@wendellguedes8437,Curto e grosso,1,2024-02-11T05:58:57Z
UgxyrfaTLiRIgqs_mqx4AaABAg,xWOAQsnAQE0,@monicarodrigues8156,"Amei, sem enrolação e principalmente sem dizer que precisa comprar 500 itens de não sei o que. Já vou fazer a minha",99,2024-02-04T17:56:01Z
UgwBooLkPkPTw6MvKZJ4AaABAg,xWOAQsnAQE0,@suhccampos,Minha vela aromática estava no fim e o pavio acabou vou tentar derreter duas velas reutilizar dessa forma de der certo eu venho e dou o like e me inscrevo no seu canal ❤,0,2024-02-02T22:31:06Z
